,course_name,skills,ratings,difficulty,certification_type
106,Statistics with Python," General Statistics, Probability & Statistics, Statistical Analysis, Data Analysis, Statistical Tests, Basic Descriptive Statistics, Probability Distribution, Python Programming, Statistical Visualization, Statistical Programming, Mathematics, Plot (Graphics), Regression, Correlation And Dependence, Data Visualization, Computer Programming, Data Model, Bayesian Statistics",4.6,Beginner,Specialization
107,Data Science Foundations: Statistical Inference," Probability & Statistics, General Statistics, Probability Distribution, Estimation, Statistical Tests, Mathematics, Correlation And Dependence, Calculus",4.4,Intermediate,Specialization
108,Rust Programming," Computer Programming, DevOps, Machine Learning, Python Programming, Software Testing, System Programming",4.2,Beginner,Specialization
109,AI for Medical Diagnosis," Machine Learning, Artificial Neural Networks, Deep Learning, Python Programming, Statistical Programming",4.7,Intermediate,Course
110,Introduction to Clinical Data," Data Analysis, Data Mining",4.7,Beginner,Course
111,Data Analysis and Visualization with Power BI," Data Analysis, Data Model, Data Visualization, Power BI",4.7,Beginner,Course
112,"Extract, Transform and Load Data in Power BI"," Data Analysis, Data Mining, Extract, Transform, Load, Power BI",4.5,Beginner,Course
113,Fundamentals of Machine Learning for Healthcare, Machine Learning,4.8,Beginner,Course
114,Exploratory Data Analysis for Machine Learning," Data Analysis, Exploratory Data Analysis, Machine Learning, Statistical Machine Learning, Feature Engineering, General Statistics, Probability & Statistics, Statistical Analysis, Data Structures, Machine Learning Algorithms",4.6,Intermediate,Course
115,Executive Data Science," Data Analysis, Exploratory Data Analysis, Probability & Statistics, Data Management, Critical Thinking, General Statistics, Leadership and Management, Data Model, Decision Making, Experiment, Statistical Analysis, Data Analysis Software, Machine Learning, Correlation And Dependence, Data Visualization, Machine Learning Algorithms, Strategy and Operations, Human Resources, Talent Management, Communication, Human Learning, Organizational Development, People Management",4.5,Beginner,Specialization
116,Mathematics for Machine Learning: Linear Algebra," Algebra, Linear Algebra, Mathematics, Python Programming, Computer Programming, Machine Learning Algorithms, Problem Solving, Algorithms, Computer Programming Tools, Machine Learning",4.7,Beginner,Course
117,Data Mining," Machine Learning, Data Analysis, Data Mining, Machine Learning Algorithms, Natural Language Processing, Probability & Statistics, Data Visualization, Bayesian Statistics, General Statistics, Probability Distribution, Statistical Programming, Algorithms, Mathematical Theory & Analysis, Python Programming, Data Visualization Software",4.5,Intermediate,Specialization
118,Build Basic Generative Adversarial Networks (GANs)," Artificial Neural Networks, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Python Programming, Statistical Programming, Deep Learning",4.7,Intermediate,Course
119,"Sequences, Time Series and Prediction"," Machine Learning, Forecasting, Tensorflow, Applied Machine Learning, Deep Learning, Artificial Neural Networks, Human Learning, Machine Learning Algorithms, Statistical Analysis, Statistical Machine Learning",4.7,Intermediate,Course
120,AI Strategy and Governance," Machine Learning, Data Analysis, Applied Machine Learning, Business Transformation, Decision Making, Human Learning, Machine Learning Algorithms, Regulations and Compliance, Strategy",4.8,Beginner,Course
121,Applied Data Science Capstone," Python Programming, Data Analysis, Machine Learning, Algorithms, Computer Programming, Data Science, Exploratory Data Analysis",4.7,Intermediate,Course
122,Introduction to Computer Vision and Image Processing," Computer Vision, Deep Learning, Machine Learning, Machine Learning Algorithms, Artificial Neural Networks, Visualization (Computer Graphics), Algorithms, Applied Machine Learning, Machine Learning Software, Python Programming, Computer Programming, Data Science",4.3,Beginner,Course
123,Introduction to Deep Learning & Neural Networks with Keras," Algorithms, Artificial Neural Networks, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Network Model, Applied Machine Learning, Network Architecture, Python Programming, Regression",4.7,Intermediate,Course
124,Pre-MBA Statistics," Data Analysis, Data Science, General Statistics",4.5,Beginner,Course
125,Deep Neural Networks with PyTorch," Human Learning, Machine Learning, Deep Learning, Python Programming, Artificial Neural Networks, Machine Learning Algorithms, Applied Machine Learning, Algorithms, Regression, Mathematics",4.4,Intermediate,Course
126,Sports Performance Analytics," Data Analysis, Python Programming, Statistical Analysis, General Statistics, Probability & Statistics, Statistical Programming, Regression, Exploratory Data Analysis, Statistical Tests, Basic Descriptive Statistics, Correlation And Dependence, Machine Learning Algorithms",4.5,Intermediate,Specialization
127,Natural Language Processing with Probabilistic Models," Machine Learning, Natural Language Processing, Python Programming, Statistical Programming, Statistical Machine Learning",4.7,Intermediate,Course
128,Machine Learning Modeling Pipelines in Production," Cloud Computing, Google Cloud Platform, Machine Learning",4.4,Advanced,Course
129,AI Applications in People Management," Leadership and Management, Machine Learning, People Management, Algorithms, Applied Machine Learning, Human Resources, Machine Learning Algorithms, People Analysis, Decision Making",4.7,Mixed,Course
130,Navigating Generative AI: A CEO Playbook,Not Available,4.7,Mixed,Course
131,Business Statistics and Analysis," Probability & Statistics, Statistical Analysis, Business Analysis, General Statistics, Data Analysis, Spreadsheet Software, Basic Descriptive Statistics, Microsoft Excel, Statistical Tests, Probability Distribution, Business Intelligence, Data Analysis Software, Regression, Data Management, Critical Thinking, Data Visualization, Plot (Graphics), Statistical Visualization, Problem Solving",4.7,Beginner,Specialization
132,Big Data," Data Analysis, Big Data, Data Management, Databases, Data Model, Exploratory Data Analysis, Machine Learning, Data Structures, Data Analysis Software, Data Visualization, SQL, Data Mining, Distributed Computing Architecture, Apache, Database Design, Extract, Transform, Load, Graph Theory, Probability & Statistics, Statistical Programming, Mathematics, Data Architecture, Data Warehousing, Machine Learning Algorithms, Process Analysis, Leadership and Management, Cloud Computing, PostgreSQL, Python Programming, Algorithms, Human Learning",4.5,Beginner,Specialization
133,SAS Visual Business Analytics," Data Analysis, Data Visualization, SAS (Software), Interactive Data Visualization, Business Analysis, Data Analysis Software, Statistical Visualization, Data Management, Statistical Programming, Data Visualization Software, Exploratory Data Analysis, Data Structures, Statistical Analysis, Visualization (Computer Graphics), Basic Descriptive Statistics, Network Analysis, Algorithms, Forecasting",4.7,Beginner,Professional
134,The Power of Statistics," General Statistics, Probability Distribution, Python Programming, Statistical Analysis",4.8,Advanced,Course
135,Natural Language Processing in TensorFlow," Machine Learning, Natural Language Processing, Deep Learning, Machine Learning Algorithms, Tensorflow, Python Programming, Computer Programming, Artificial Neural Networks, Machine Learning Software, Network Model",4.6,Intermediate,Course
136,Data Modeling in Power BI," Data Analysis, Data Model, Data Visualization, Power BI",4.2,Beginner,Course
137,TensorFlow: Data and Deployment," Machine Learning, Applied Machine Learning, Deep Learning, Tensorflow, Computer Programming, Javascript, Artificial Neural Networks, Python Programming, Data Model, Machine Learning Algorithms, Machine Learning Software, Mobile Development, Web Development, Computer Vision, Mobile Development Tools, Extract, Transform, Load, Human Learning, iOS Development",4.6,Intermediate,Specialization
138,Fundamentals of Reinforcement Learning," Machine Learning, Reinforcement Learning, Machine Learning Algorithms, Python Programming, Statistical Programming, Computer Programming, Decision Making",4.8,Intermediate,Course
139,MLOps | Machine Learning Operations," Applied Machine Learning, Big Data, Cloud Computing, Computer Programming, DevOps, Machine Learning, Machine Learning Software, Microsoft Azure, Python Programming",4.1,Advanced,Specialization
140,Deploying Machine Learning Models in Production," Applied Machine Learning, DevOps, Devops Tools, Machine Learning, Machine Learning Software, Cloud Computing, Deep Learning, Google Cloud Platform, Other Cloud Platforms and Tools, Performance Management, Kubernetes",4.5,Advanced,Course
141,Microsoft Azure Developer Associate (AZ-204)," Microsoft Azure, Cloud Computing, Cloud Applications, Cloud Management, Cloud Platforms, Cloud Storage, Cloud Engineering, Cloud-Based Integration, Application Development, Computer Programming, Software Security, Web Development, Cloud API, Data Management, DevOps, System Security, Databases, Software Engineering, Computer Networking, Data Model, Data Structures, Network Architecture, Network Security, Linux, Communication",4.5,Intermediate,Professional
142,Supply Chain Management and Analytics," Data Analysis, Data Visualization, Leadership and Management, Problem Solving, Risk Management",4.8,Beginner,Course
143,Advanced Machine Learning on Google Cloud," Machine Learning, Google Cloud Platform, Applied Machine Learning, Human Learning, Machine Learning Algorithms, Natural Language Processing, Machine Learning Software, Cloud Computing, Artificial Neural Networks, Tensorflow, Cloud Platforms",4.5,Advanced,Specialization
144,Natural Language Processing with Attention Models, Natural Language Processing,4.4,Intermediate,Course
145,AI and Public Health," Artificial Neural Networks, Exploratory Data Analysis, Python Programming",4.7,Beginner,Course
